source_index,instruction,ground_truth_intent,predicted_intent,ground_truth_category,predicted_category,ground_truth_needs_human,predicted_needs_human,json_valid,schema_compliant,generation_truncated,error_tags,raw_model_output
15359,I do not know what I need to do to get bill #85632,get_invoice,check_invoice,INVOICE,INVOICE,False,False,True,True,False,wrong_intent,"{""intent"":""check_invoice"",""category"":""INVOICE"",""needs_human"":false,""response"":""I'm on the same page that you are, feeling puzzled and unsure about the steps to take in order to get bill #{{Invoice Number}}. Don't worry, I'm here to guide you through the process. To view your bill, you can log in to your account on our website and navigate to the \""Billing\"" or \""Invoices\"" section. From there, you should be able to find the specific bill with the number #{{Invoice Number}}. If you encounter any difficulties or have further questions, please don't hesitate to let me know. I'm here to assist you every step of the way.""}"
23761,is it possible to enter a new shipping address?,set_up_shipping_address,change_shipping_address,SHIPPING,SHIPPING,False,False,True,True,False,wrong_intent,"{""intent"":""change_shipping_address"",""category"":""SHIPPING"",""needs_human"":false,""response"":""Of course! I'm here to assist you in entering a new shipping address. Please follow these steps: 1. Log in to your account on our website. 2. Navigate to the \""My Account\"" or \""Profile\"" section. 3. Look for the \""Shipping Addresses\"" or \""Address Book\"" option. 4. Click on it to view or edit your existing shipping addresses. 5. Locate the address you want to update and click on the \""Edit\"" or \""Change\"" button. 6. Fill in the details of your new shipping address in the provided fields. 7. Double-check all the information to ensure accuracy. 8. Save the changes by clicking on the \""Save\"" or \""Update\"" button. If you encounter any difficulties or have further questions, feel free to let me know. I'm here to help you every step of the way!""}"
21488,issue creating account,registration_problems,create_account,ACCOUNT,ACCOUNT,False,False,True,True,False,wrong_intent,"{""intent"":""create_account"",""category"":""ACCOUNT"",""needs_human"":false,""response"":""I'm happy to help! I'm here to assist you in creating your account. To get started, could you please provide me with your full name, email address, and a preferred username? Once I have this information, I'll guide you through the account creation process step by step. Rest assured, I'm here to ensure a smooth and enjoyable experience for you.""}"
22360,is there an address to leave a comment for a service?,review,contact_customer_service,FEEDBACK,CONTACT,False,True,True,True,False,wrong_intent;wrong_category;wrong_needs_human,"{""intent"":""contact_customer_service"",""category"":""CONTACT"",""needs_human"":true,""response"":""Thank you for reaching out! I'm here to assist you in leaving a comment for our service. To do so, you can visit our website and navigate to the contact page. From there, you can find the option to leave a comment or message. Please provide us with the necessary details, such as your name, email address, and a brief message or question. We appreciate your feedback and look forward to hearing from you.""}"
23749,problem entering the seocndary shipping address,set_up_shipping_address,change_shipping_address,SHIPPING,SHIPPING,False,False,True,True,False,wrong_intent,"{""intent"":""change_shipping_address"",""category"":""SHIPPING"",""needs_human"":false,""response"":""I'm sorry to hear that you're experiencing difficulties while trying to enter your secondary shipping address. I understand how frustrating it can be to encounter issues during the process. To assist you better, could you please provide more details about the specific problem you're facing? This will help me identify the root cause and provide you with the most suitable solution. Thank you for your cooperation, and I'm here to help you resolve this issue.""}"
15626,is it possible to get my bill #00108?,get_invoice,check_invoice,INVOICE,INVOICE,False,False,True,True,False,wrong_intent,"{""intent"":""check_invoice"",""category"":""INVOICE"",""needs_human"":false,""response"":""I'm on it! I'm here to assist you in retrieving your bill with the number #{{Invoice Number}}. To access your bill, please follow these steps: 1. Log in to your account on our website. 2. Navigate to the \""Billing\"" or \""Invoices\"" section. 3. Look for the option labeled \""View All Invoices\"" or \""Download Invoices\"". 4. Click on the option to view all invoices or download the bill with the number #{{Invoice Number}}. If you encounter any difficulties or have further questions, please don't hesitate to let me know. I'm here to help you every step of the way!""}"
23474,help me submitting the new delivery address,set_up_shipping_address,change_shipping_address,SHIPPING,SHIPPING,False,False,True,True,False,wrong_intent,"{""intent"":""change_shipping_address"",""category"":""SHIPPING"",""needs_human"":false,""response"":""I'm on it! I'm here to assist you in submitting the new delivery address. Please follow these steps: 1. Log in to your account on our website. 2. Navigate to the \""My Account\"" or \""Profile\"" section. 3. Look for the \""Shipping Addresses\"" or \""Delivery Addresses\"" option. 4. Click on it to view or edit your existing shipping addresses. 5. Locate the address you want to update and click on the \""Edit\"" or \""Change\"" button. 6. Fill in the details of your new delivery address in the provided fields. 7. Double-check all the information to ensure accuracy. 8. Save the changes by clicking on the \""Save\"" or \""Update\"" button. If you encounter any difficulties or have further questions, please don't hesitate to let me know. I'm here to help you every step of the way!""}"
25930,help checking if there is anything wrong with the refund,track_refund,check_refund_policy,REFUND,REFUND,False,False,True,True,False,wrong_intent,"{""intent"":""check_refund_policy"",""category"":""REFUND"",""needs_human"":false,""response"":""I'm here to assist you in checking if there is anything wrong with the refund. To better assist you, could you please provide more details about the specific issue you are facing? This will help me identify the best course of action and provide you with the most accurate information. Your feedback is valuable to us, and we appreciate your patience as we work together to resolve this matter.""}"
4644,see the damn bills from {{Person Name}},check_invoice,get_invoice,INVOICE,INVOICE,False,False,True,True,False,wrong_intent,"{""intent"":""get_invoice"",""category"":""INVOICE"",""needs_human"":false,""response"":""I'm on it! I'm here to assist you in accessing the bills from {{Salutation}} {{Client Last Name}}. To view the bills, you can log in to your account on our website and navigate to the \""Billing\"" or \""Invoices\"" section. Alternatively, you can reach out to our customer support team through our live chat or phone number, and they will be able to provide you with the necessary information. If you have any other questions or concerns, feel free to let me know. I'm here to help you every step of the way!""}"
6087,help me see in what cases can I reuest my money back,check_refund_policy,get_refund,REFUND,REFUND,False,True,True,True,False,wrong_intent;wrong_needs_human,"{""intent"":""get_refund"",""category"":""REFUND"",""needs_human"":true,""response"":""I'm here to assist you in understanding the various cases in which you can request your money back. It's important to know the specific circumstances that qualify for a refund to ensure you receive the support you need. Here are some common scenarios where you can request your money back: 1. **Product/Service Defect:** If you receive a product or service that is defective or does not meet the expected quality standards, you can typically request a refund. 2. **Cancellation within Grace Period:** If you decide to cancel your purchase within the grace period specified by the seller, you may be eligible for a refund. 3. **Unauthorized Charges:** If you notice any charges on your account that you did not authorize or recognize, you can request a refund for those charges. 4. **Duplicate Charges:** If you receive duplicate charges for the same item or service, you can request a refund for the duplicate charges. 5. **Non-receipt of Goods:** If you have not received the goods or services within the expected delivery time, you can request a refund. 6. **Event Cancellation:** If you have purchased tickets for an event that gets canceled, you may be eligible for a refund. 7. **Event Cancellation within Grace Period:** If you cancel your purchase within the grace period for the event, you may be eligible for a refund. 8. **Event Cancellation within Event Duration:** If you cancel your purchase within the duration of the event, you may be eligible for a refund. 9. **Event Cancellation within Event Duration and Event Cancellation:** If you cancel your purchase within the duration of the event and within the grace period, you may be eligible for a refund. 10. **Event Cancellation within Event Duration and Event Cancellation within Grace Period:** If you cancel your purchase within the duration of the event, within the grace period, and within the event cancellation window, you may be eligible for a refund. It's essential to review the terms and conditions of your purchase or subscription agreement to understand the specific requirements and limitations. If you have any specific concerns or questions regarding a particular case, please provide more details, and I'll be happy to assist you further. Remember, I'm here to help you every step of the way.""}"
23115,I need assistance to enter the new shipping address,set_up_shipping_address,change_shipping_address,SHIPPING,SHIPPING,False,False,True,True,False,wrong_intent,"{""intent"":""change_shipping_address"",""category"":""SHIPPING"",""needs_human"":false,""response"":""I'm here to help! I understand that you need assistance in entering the new shipping address. Please follow these steps: 1. Log in to your account on our website. 2. Navigate to the \""My Account\"" or \""Profile\"" section. 3. Look for the \""Shipping Addresses\"" or \""Address Book\"" option. 4. Click on it to view or edit your existing shipping addresses. 5. Locate the address you want to update and click on the \""Edit\"" or \""Change\"" button. 6. Fill in the details of the new shipping address in the provided fields. 7. Double-check all the information to ensure accuracy. 8. Save the changes by clicking on the \""Save\"" or \""Update\"" button. If you encounter any difficulties or have further questions, please don't hesitate to let me know. I'm here to assist you every step of the way.""}"
9849,helo to contact an assistant,contact_human_agent,contact_customer_service,CONTACT,CONTACT,True,True,True,True,False,wrong_intent,"{""intent"":""contact_customer_service"",""category"":""CONTACT"",""needs_human"":true,""response"":""Thank you for reaching out! I'm here to assist you in contacting our dedicated customer support team. To get started, could you please provide me with your contact details such as your name, email address, or phone number? With this information, I will be able to connect you with one of our customer representatives who will be able to assist you further. Your feedback is highly valued, and we appreciate your patience as we work together to resolve any issues you may have.""}"
22739,assistance to write a comment for ur company,review,contact_human_agent,FEEDBACK,CONTACT,False,True,True,True,False,wrong_intent;wrong_category;wrong_needs_human,"{""intent"":""contact_human_agent"",""category"":""CONTACT"",""needs_human"":true,""response"":""Thank you for reaching out! I'm here to assist you in writing a comment for our company. To get started, could you please provide me with the specific details of the comment you would like to write? This will help me guide you through the process and ensure that your comment is tailored to your needs. Your feedback is valuable to us, and I'm committed to making your experience as smooth and informative as possible.""}"
26623,I try to see my compensation current status,track_refund,check_cancellation_fee,REFUND,CANCEL,False,False,True,True,False,wrong_intent;wrong_category,"{""intent"":""check_cancellation_fee"",""category"":""CANCEL"",""needs_human"":false,""response"":""I'm on it! I'm here to assist you in checking the current status of your compensation. To view the details, please log in to your account and navigate to the \""Cancellation Fees\"" section. There, you will find all the information regarding the current status of your compensation. If you have any further questions or need additional assistance, feel free to let me know. I'm here to help you every step of the way!""}"
23924,using freemium account,switch_account,create_account,ACCOUNT,ACCOUNT,False,False,True,True,False,wrong_intent,"{""intent"":""create_account"",""category"":""ACCOUNT"",""needs_human"":false,""response"":""I'm thrilled to hear that you're interested in using our {{Account Type}} account! It's fantastic to see your commitment to exploring our platform. To get started, could you please provide me with your full name, email address, and a preferred username? Once I have this information, I'll guide you through the process of creating your {{Account Type}} account and ensure you have all the necessary details to make the most of our platform. Let's embark on this exciting journey together!""}"
