source_index,instruction,ground_truth_intent,ground_truth_needs_human,base_response,base_risk_flags,lora_response,lora_risk_flags,requires_manual_review,base_fabricated_contact_details,base_fabricated_24_7_availability,base_fabricated_fees_or_timelines,base_unsupported_action_completion,base_unsupported_update_claim,base_asks_for_sensitive_secret,base_unsupported_guarantee,base_unnecessary_escalation,lora_fabricated_contact_details,lora_fabricated_24_7_availability,lora_fabricated_fees_or_timelines,lora_unsupported_action_completion,lora_unsupported_update_claim,lora_asks_for_sensitive_secret,lora_unsupported_guarantee,lora_unnecessary_escalation
21843,i need help to report problems with registrations,registration_problems,False,"We're here to help. If you have any issues with your registration, please provide more details so we can assist you better. This includes any problems you're experiencing, such as account issues, payment issues, or other concerns. We'll do our best to resolve your registration problems.",,"We appreciate your proactive approach in reporting the problems you encountered during the registration process. Your feedback is crucial in helping us identify and address any issues that may have occurred. To report the problems, you can reach out to our customer support team either through our website's live chat or by calling our dedicated helpline. They will guide you through the necessary steps to report the problems and ensure that they are properly documented and addressed. We value your cooperation in helping us improve our services and provide a seamless registration experience for all our users.",unnecessary_escalation,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
24808,how to use the platinum profile?,switch_account,False,,,"I'm happy to help! I'm here to guide you through the process of using our {{Account Category}} profile. To switch to the {{Account Category}} profile, you can follow these steps: 1. Log in to your account on our website or mobile app. 2. Navigate to the '{{Settings}}' or '{{Profile}}' section. 3. Look for the option labeled '{{Upgrade Account}}' or '{{Profile Change}}'. 4. Click on the '{{Upgrade Account}}' or '{{Profile Change}}' option. 5. Select the '{{Account Category}}' profile from the available options. 6. Follow any additional prompts or instructions provided to complete the switch. If you encounter any difficulties or have further questions, please don't hesitate to reach out. I'm here to assist you every step of the way!",,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6268,hlp seeing ur money back guarantee,check_refund_policy,False,"We're sorry to hear that you're experiencing issues with your payment. To help you recover your funds, we've implemented a money-back guarantee. Please provide your order number so we can process the refund for you. If you need any further assistance, feel free to contact our customer service team.",unsupported_guarantee;unnecessary_escalation,"I'm sorry to hear that you're experiencing difficulties in seeing your money back. Our company is committed to ensuring a smooth refund process for our customers. To better assist you, could you please provide more details about the specific issue you're facing? This will help us identify the best course of action and ensure that your money is refunded as quickly as possible. Thank you for your cooperation and patience.",unsupported_action_completion;unnecessary_escalation,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True
24991,how could i see the eta of the order {{Order Number}},track_order,False,"The estimated time of arrival (ETA) for your order {{Order Number}} can be checked by looking at the shipping details on your account dashboard. If you don't see the ETA there, you can also contact customer service for more information.",unnecessary_escalation,"I'm on the same page that you are, and I understand that you would like to know the estimated time of arrival (ETA) for your order with the order number {{Order Number}}. To check the ETA, you can visit the '{{Order Status}}' section on our website. There, you will find all the details regarding the current status of your order, including the estimated delivery date. If you have any further questions or need assistance with anything else, feel free to let me know. I'm here to help you every step of the way.",,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2685,I don't know how I can update my address,change_shipping_address,False,"To update your shipping address, please follow these steps:
1. Log in to your account.
2. Click on the 'My Account' or 'Profile' option.
3. Select 'Edit Profile' or 'Edit Shipping Address'.
4. Enter your new address details.
5. Save the changes.
If you encounter any issues, you can contact our customer service for assistance.",unnecessary_escalation,"I'm sorry to hear that you're unsure about how to update your address. Don't worry, I'm here to guide you through the process. To update your address, you can log in to your account on our website and navigate to the ""My Account"" section. From there, you should be able to find an option to edit your shipping address. If you encounter any difficulties or have further questions, please don't hesitate to let me know. I'm here to assist you every step of the way.",,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
14310,how to update the info on my user profile?,edit_account,False,"To update your user profile, you can go to the 'My Account' section and click on 'Edit Profile'. From there, you can change your shipping address, billing address, and other personal information. If you need further assistance, you can also contact our customer support team.",unnecessary_escalation,"I'm glad you reached out to us for assistance in updating the information on your user profile. I'm here to guide you through the process and ensure that your profile is updated accurately. To update the information on your user profile, you can log in to your account on our website or app and navigate to the profile section. From there, you will find an option to edit the information. Please follow the prompts and provide the necessary details to update your profile. If you encounter any difficulties or have further questions, feel free to reach out to our customer support team. We're here to help you every step of the way!",unnecessary_escalation,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
25764,i have to see the status of order {{Order Number}},track_order,False,"To check the status of your order, please provide the Order Number.",,"I'm on the same page that you need to check the status of order number {{Order Number}}. To view the current status of your order, you can log in to your account on our website and navigate to the ""My Orders"" section. There, you will find all the details about your order, including the order number, order date, and the current status. If you have any further questions or need assistance with anything else, feel free to let me know. I'm here to help you every step of the way!",,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4562,seeing bill from {{Person Name}},check_invoice,False,"Hello! I'm sorry to hear that you've received an invoice from {{Person Name}}. To proceed, you can either check your account for the invoice details or contact {{Person Name}} directly for more information. If you need assistance with this, please let me know.",,"I'm on it! I'm here to assist you in checking the bill from {{Salutation}} {{Client Last Name}}. To view the bill, you can log in to your account on our website and navigate to the ""Billing"" or ""Invoices"" section. There, you should be able to find the bill for {{Client Last Name}}. If you encounter any difficulties or have further questions, please don't hesitate to let me know. I'm here to ensure you have a seamless experience and access to all the necessary information.",,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13891,"I have got to see how soon can I expect my shipment, help me",delivery_period,False,We can help you track your shipment. Please provide your order number so we can check the expected delivery time.,,"We understand your eagerness to track your shipment and know that you're eager to know the estimated delivery date. To provide you with the most accurate information, could you please provide us with the {{Tracking Number}} or {{Order Number}}? With this information, we'll be able to give you an estimated delivery date. Your patience is greatly appreciated as we work together to ensure your shipment arrives on time.",,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24171,what do i need to do to change to the gold account,switch_account,False,"To change to the Gold account, you need to follow these steps:
1. Log in to your account.
2. Click on the 'Settings' or 'Account' option.
3. Select 'Upgrade to Gold'.
4. Review the terms and conditions.
5. Click 'Upgrade'.
6. Confirm your payment method.
7. Wait for the account upgrade to be processed.
8. Check your account for the new Gold status.

If you encounter any issues, please contact our customer support for assistance.",unsupported_action_completion,"I'm happy to help! To change to the {{Account Category}} account, you can follow these steps: 1. Sign in to your account on our website or app. 2. Navigate to the '{{Settings}}' or '{{Profile}}' section. 3. Look for the '{{Upgrade Account}}' or '{{Upgrade}}' option. 4. Select the '{{Upgrade Account}}' option. 5. Choose the '{{Account Category}}' account type from the available options. 6. Follow the on-screen instructions to complete the upgrade process. If you encounter any difficulties or have further questions, please don't hesitate to reach out to our customer support team. They are available {{Customer Support Hours}} at {{Customer Support Phone Number}} or through the Live Chat on our website at {{Website URL}}. We're here to assist you every step of the way!",unnecessary_escalation,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
10981,I have a problem with the deletion of a {{Account Type}} account,delete_account,True,"We're sorry to hear that you're experiencing issues with your {{Account Type}} account. To help resolve this, we need more information. Could you please provide details on what problem you're facing? This will help us better understand the situation and provide a solution. Thank you for your patience and understanding.",,"I'm sorry to hear that you're experiencing difficulties with the deletion of your {{Account Type}} account. I understand how frustrating it can be to encounter problems during the account cancellation process. To better assist you, could you please provide more details about the specific issue you're facing? This will help me identify the best course of action and ensure that we address the problem promptly. Thank you for reaching out to us, and I appreciate your patience as we work together to resolve this matter.",,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20100,can ya help me recovering my userprofile pass,recover_password,False,"I'm sorry to hear that you're having trouble with your user profile. To help you recover your password, we recommend trying to reset it through the account recovery process. If you're not sure how to do this, you can contact our customer support team for assistance. They can guide you through the steps to reset your password and help you recover your user profile.",unnecessary_escalation,"I'm on it! I'm here to assist you in recovering your user profile pass. Let me know if you have any specific questions or concerns, and I'll be more than happy to help you through the process. Remember, I'm here to ensure your security and privacy, so please provide me with any additional information you may have.",,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
21356,I am experiencing registration issues,registration_problems,False,"We're sorry to hear that you're experiencing registration issues. To help resolve this, we recommend checking your email for any confirmation emails we sent. If you don't see them, please check your spam folder. If you still can't find them, please contact our support team at [insert support email or phone number]. We'll do our best to assist you further.",unnecessary_escalation,"I'm sorry to hear that you're experiencing registration issues. I understand how frustrating it can be to encounter problems during the registration process. To better assist you, could you please provide more details about the specific registration issues you're facing? This will help me identify the root cause and provide you with the most appropriate solution. Thank you for your cooperation, and I appreciate your patience as we work together to resolve this matter.",,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
6,"I can no longer afford order {{Order Number}}, cancel it",cancel_order,False,"We understand that you cannot afford the order. Unfortunately, we cannot cancel the order directly. Please contact our customer service for assistance. We are here to help you.",unnecessary_escalation,"I'm sorry to hear that you're unable to afford order {{Order Number}}. I understand how frustrating it can be to cancel an order when you're facing financial constraints. To assist you with this, I recommend reaching out to our customer support team directly. They will be able to provide you with the necessary guidance and support to cancel your order. Rest assured, we are here to help you navigate this situation and ensure a smooth resolution.",unnecessary_escalation,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
10798,i aint registered yet could i open a pro account withyou,create_account,False,"We're happy to help! To open a Pro account, you'll need to provide some additional information. Please fill out the form on our website. Once you submit the form, we'll review your details and get back to you shortly. If you have any questions or need further assistance, feel free to contact us.",,"I'm glad you reached out! I'm here to assist you in opening a {{Account Type}} account with us. To get started, could you please provide me with your full name, email address, and a preferred username? Once I have this information, I'll guide you through the registration process step by step. Rest assured, your privacy and security are of utmost importance to us, and we'll handle your data with the utmost care. Let's make your {{Account Type}} account a reality together!",,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24311,change to freemium account,switch_account,False,"We're sorry, but we don't have a feature to change the account type. Please contact our support team for assistance.",unnecessary_escalation,"I'm happy to help! I understand that you would like to switch to a freemium account. To do so, please follow these steps: 1. Log in to your account on our website. 2. Navigate to the ""Account Settings"" or ""Profile"" section. 3. Look for the option labeled ""Upgrade"" or ""Switch Account Type"". 4. Select the ""Freemium"" option from the available choices. 5. Follow any additional prompts or instructions provided to complete the switch. If you encounter any difficulties or have further questions, please don't hesitate to let me know. I'm here to assist you every step of the way!",,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
26617,where could I check the current status of the compensation?,track_refund,False,"You can check the current status of your compensation by logging into your account and navigating to the 'My Account' section. From there, select 'View Details' for the specific compensation you're interested in. This will provide you with the most up-to-date information on the status of your compensation.",,"I'm on it! I'm here to assist you in checking the current status of your compensation. To view the latest updates, you can visit the ""My Account"" section on our website. There, you will find all the details regarding your compensation, including the current status. If you have any further questions or need additional assistance, please feel free to let me know. I'm here to help you every step of the way.",,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17918,help me reporting an issue wigh online payment,payment_issue,True,"We're here to help. If you have an issue with your online payment, please provide the following details: the payment method, the date of the transaction, and a brief description of the problem. This information will assist us in resolving the issue as quickly as possible. Thank you for your patience and understanding.",,"I'm sorry to hear that you're experiencing difficulties with reporting an issue with your online payment. I'm here to assist you in resolving this matter. To better understand the issue, could you please provide more details about the specific problem you encountered? This will help me guide you towards the most appropriate solution. Thank you for reaching out to us, and I'm committed to resolving this for you.",,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7737,I'm calling to make a complaint against ur company,complaint,True,We're here to help. Please provide a detailed description of the issue so we can address it promptly.,,"I'm sorry to hear that you're calling to make a complaint against our company. Your feedback is important to us, and we take your concerns seriously. To ensure that your complaint is properly addressed, I recommend reaching out to our dedicated customer support team. They will be able to guide you through the process and provide you with the necessary support. Please allow me a moment to transfer you to our customer support team.",,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10851,where do I create a gold account?,create_account,False,"To create a Gold account, you can visit our website and follow these steps:
1. Go to the 'My Account' section on our website.
2. Click on 'Create New Account'.
3. Fill in the required fields, including your email address and password.
4. Review your information and click 'Create Account'.
5. You will receive an email with your account details and login instructions.
6. Once your account is created, you can log in to your account and start using our services.",,"I'm happy to help! To create a {{Account Category}} account, you can visit our website and navigate to the account registration page. From there, you will need to provide some basic information such as your full name, email address, and a username. Once you have completed the registration process, you will be able to access all the features and benefits of our {{Account Category}} account.",unsupported_action_completion,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
686,"I bought some items, cancel order {{Order Number}}",cancel_order,False,"We've received your request to cancel the order. Please provide your order number so we can proceed with the cancellation. Once we receive your order number, we'll take immediate action to process the cancellation. Thank you for your understanding.",,"I'm sorry to hear that you're considering canceling order {{Order Number}}. I understand that you may have had some issues with the purchase, and I'm here to assist you in resolving this matter. To cancel your order, you can reach out to our customer support team either through our website or by calling our helpline. They will guide you through the cancellation process and ensure that your order is properly canceled. Please let me know if there's anything else I can do to help you with this situation.",unsupported_action_completion;unnecessary_escalation,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2071,I need support trying to update my shipping address,change_shipping_address,False,I can help you update your shipping address. Could you please provide your new shipping address details?,,"I'm here to help! I'm aware that you need support in updating your shipping address. Please provide me with the specific details of the update you would like to make, such as the new address or any other relevant information. Once I have the necessary details, I will guide you through the process step by step and ensure that your shipping address is updated accurately.",,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16495,i do not know what i need to do to get retsitutions of money,get_refund,True,"If you need to get a refund, you can check the details of your order and follow the steps provided by the platform. If you are facing issues with the refund process, you can contact customer support for assistance.",,"I'm sorry to hear that you're unsure about the process of requesting a refund. Rest assured, I'm here to guide you through the steps and provide you with the necessary information. To initiate the refund process, you can reach out to our customer support team either through our website or by calling our helpline. They will guide you through the necessary steps and provide you with the required documentation to initiate the refund. If you have any specific questions or concerns, please don't hesitate to ask. I'm here to assist you every step of the way.",,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2915,I want supports changing my delivery address,change_shipping_address,False,We can help you update your delivery address. Please provide your new shipping address details.,,"We appreciate your request to change your delivery address. We understand that sometimes circumstances change, and we want to ensure that you receive your items in the most convenient way possible. To assist you with this, could you please provide us with the updated address? Once we have the updated information, we will make sure to update your delivery address accordingly. Your satisfaction is our top priority, and we are here to support you every step of the way.",,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24269,assistance using the standard profile,switch_account,False,Hello! I need assistance with my account. Could you guide me on how to proceed?,,"Thank you for reaching out! I'm here to assist you with using the standard profile. To get started, could you please provide me with your contact details? This will allow me to connect you with the appropriate person who can guide you through the process. Rest assured, I'm here to ensure a seamless experience for you.",unnecessary_escalation,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5628,i want assistance to list ur available payment modalities,check_payment_methods,False,We offer various payment methods to make your purchase easier. Please check our payment options on our website.,,"I'm happy to help! I'm here to assist you in listing our available payment modalities. Our payment options include credit/debit cards, PayPal, bank transfers, and Apple Pay. You can easily make a payment using any of these methods. If you have any specific questions or need further assistance, please feel free to let me know. I'm here to ensure a smooth and secure payment experience for you.",,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7033,how to lodge a claim against your company?,complaint,True,"To lodge a complaint against our company, please contact our customer service team. You can do this by calling us at 1-800-Complain, sending an email to [email@example.com], or filling out our online form on our website. We are here to help and will take your complaint seriously. Please provide as much detail as possible so we can address your issue promptly.",fabricated_contact_details,"I'm sorry to hear that you're facing difficulties and need to lodge a claim against our company. Your feedback is crucial in helping us improve our services and address any issues you may have encountered. To initiate the claim process, I recommend reaching out to our dedicated customer support team. They will guide you through the necessary steps and provide you with the appropriate forms or documentation to file your claim. Rest assured, we take your feedback seriously and will work diligently to resolve the matter to your satisfaction.",,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13775,can you show me how soon can I expect my delivery?,delivery_period,False,We can provide an estimated delivery date based on your order. Please check your order confirmation for a more precise delivery time.,,"We understand your eagerness to know the estimated delivery time for your order. To provide you with the most accurate information, could you please provide us with the {{Order Number}} or {{Tracking Number}}? With this information, we can give you an updated delivery date and an estimated delivery time. Your patience is greatly appreciated as we work towards ensuring your satisfaction.",,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20688,"I can't remembner my pass, can you help me to retrieve it?",recover_password,False,"I'm sorry to hear that you're having trouble remembering your password. Unfortunately, we don't have a way to retrieve your password directly. However, you can try resetting your password by following these steps: 1. Go to your account settings or login page. 2. Look for a 'Forgot Password' or 'Reset Password' option. 3. Follow the instructions provided. If you still can't access your account, you might need to contact customer support for further assistance.",,"I'm sorry to hear that you're having trouble remembering your password. Don't worry, I'm here to assist you in retrieving it. To retrieve your password, please follow these steps: 1. Visit our website and navigate to the ""{{Login Page URL}}"". 2. Look for the ""{{Forgot Password}}"" or ""{{Forgot Username}}"" option and click on it. 3. You will be prompted to provide some additional information, such as your email address or username. Please enter the correct information. 4. Once you've provided the necessary information, you will receive an email with instructions on how to reset your password. 5. Follow the instructions in the email to reset your password. If you encounter any difficulties or have further questions, please don't hesitate to reach out to our customer support team. We're here to help you every step of the way.",unnecessary_escalation,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
791,i cannot pay for these product how do i cancel the order,cancel_order,False,"To cancel your order, please log into your account and navigate to the 'My Orders' section. From there, select the order you wish to cancel and click on the 'Cancel Order' option. This will initiate the cancellation process. If you encounter any issues, you can contact our customer service for assistance.",unnecessary_escalation,"I'm sorry to hear that you're unable to make the payment for the products you purchased. I understand that you may have encountered difficulties or concerns during the payment process. To assist you with canceling the order, I recommend reaching out to our customer support team directly. They will be able to guide you through the cancellation process and provide you with the necessary steps to proceed. Please provide them with the order number or any other relevant details, and they will assist you further. Thank you for your cooperation and understanding.",unnecessary_escalation,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
9170,can uhelp me to speak with a person,contact_human_agent,True,I'm here to help. How can I assist you?,,I'm on it! I'm here to assist you in speaking with a person. Our dedicated team is available to help you with any questions or concerns you may have. Please allow me a moment to connect you with a human representative who will be able to assist you further. Thank you for your patience and understanding.,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21355,is it possible to notify of problems with sign-up?,registration_problems,False,"We're here to help! If you have any issues with your sign-up, please feel free to contact us directly. We'll do our best to assist you.",,"We appreciate your inquiry about notifying us about any problems you encountered during the sign-up process. Your feedback is crucial in helping us improve our services and ensure a seamless experience for all users. To better assist you, could you please provide more details about the specific issues you faced? This will enable us to address the problems promptly and provide you with the necessary support. We are here to help you every step of the way, so please don't hesitate to reach out.",,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25114,check the current status of purchase {{Order Number}},track_order,False,"To check the current status of your purchase, please visit our website and navigate to the 'My Account' section. From there, select 'View Order History' and enter the Order Number '{{Order Number}}'. This will provide you with the details of your purchase, including the status of your order.",,"I'm on the same page that you are, and I understand that you would like to check the current status of your purchase with the purchase number {{Order Number}}. To provide you with the most accurate information, could you please provide me with the {{Order Number}}? With that information, I will be able to assist you further and give you an update on the status of your purchase.",,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14836,change info on {{Account Type}} account,edit_account,False,We'll update your account information as soon as possible. Please provide your new details.,,"I'm happy to help! I understand that you would like to change the information on your {{Account Type}} account. To assist you better, could you please provide me with the specific details you would like to update? This will allow me to guide you through the process and ensure that your account information is accurate and up-to-date. Thank you for your cooperation, and I look forward to helping you with your request.",,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3381,"I want to see the withdrawal charge, I need help",check_cancellation_fee,False,"I'm sorry, but I don't have the ability to check cancellation fees. You can usually find this information on your account dashboard. If you need help with something else, feel free to ask.",,"I'm on it! I'm here to assist you in checking the withdrawal charge. To view the fee, please provide me with your account details, such as your account number or any other relevant information. Once I have the necessary details, I'll be able to provide you with the exact fee amount. Thank you for reaching out to us, and I'm here to ensure a smooth experience for you.",,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3058,"I cannot find the termination fees, I need assistance",check_cancellation_fee,False,"I'm sorry to hear that you're having trouble finding the termination fees. To help you with this, could you please provide more details about the termination terms? This information will be helpful in understanding the cancellation process.",,"I'm sorry to hear that you're having trouble finding the termination fees. I understand how frustrating it can be when you're unable to locate the information you need. To assist you better, could you please provide me with more details about the specific termination fees you're looking for? This will help me narrow down the search and provide you with the most accurate information. Thank you for your cooperation, and I appreciate your patience as we work together to resolve this issue.",,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9103,how to contact a human agent?,contact_human_agent,True,"To contact a human agent, you can send us an email at [contact@website.com] or use our chatbot by clicking the 'Chat' button on our website. We're here to help.",fabricated_contact_details,"We appreciate your inquiry and your desire to contact a human agent. Our dedicated team is here to assist you. To get in touch with a human agent, you can reach out to our customer support team either through our website or by calling our helpline at {{Customer Support Phone Number}}. Our representatives are available {{Customer Support Hours}} to address any concerns or inquiries you may have. We value your feedback and look forward to helping you further.",,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13171,help me to see how soon can I expect my parcel,delivery_period,False,"You can expect your parcel within 1 to 3 days. For more precise information, please check the tracking status on the official website.",fabricated_fees_or_timelines,"We understand your eagerness to track the progress of your parcel and know that you're eagerly anticipating its arrival. To provide you with an accurate estimate of the delivery time, could you please provide us with the {{Tracking Number}} or {{Order Number}}? With this information, we'll be able to give you an updated update on the expected delivery date. Your patience is greatly appreciated as we work together to ensure a smooth and timely delivery.",,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3838,can you show me the withdrawal penalties?,check_cancellation_fee,False,"I'm sorry, but I don't have information on withdrawal penalties. You may want to check with your bank or financial institution for details on withdrawal fees and penalties.",,"I'm on it! I'm here to assist you in checking the withdrawal penalties. To provide you with the most accurate information, could you please provide me with the specific account or contract number associated with your withdrawal? With this information, I'll be able to give you a detailed breakdown of the penalties and any applicable charges. Thank you for your cooperation, and I appreciate your patience as I gather the necessary details.",,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
