source_index,instruction,ground_truth_intent,predicted_intent,ground_truth_category,predicted_category,ground_truth_needs_human,predicted_needs_human,json_valid,schema_compliant,generation_truncated,error_tags,raw_model_output
6268,hlp seeing ur money back guarantee,check_refund_policy,refund,REFUND,REFUND,False,False,True,False,False,wrong_intent;invalid_enum,"{
  ""intent"": ""refund"",
  ""category"": ""REFUND"",
  ""needs_human"": false,
  ""response"": ""We're sorry to hear that you're experiencing issues with your payment. To help you recover your funds, we've implemented a money-back guarantee. Please provide your order number so we can process the refund for you. If you need any further assistance, feel free to contact our customer service team.""
}"
24991,how could i see the eta of the order {{Order Number}},track_order,check_shipping,ORDER,DELIVERY,False,False,True,False,False,wrong_intent;wrong_category;invalid_enum,"{
  ""intent"": ""check_shipping"",
  ""category"": ""DELIVERY"",
  ""needs_human"": false,
  ""response"": ""The estimated time of arrival (ETA) for your order {{Order Number}} can be checked by looking at the shipping details on your account dashboard. If you don't see the ETA there, you can also contact customer service for more information.""
}"
2685,I don't know how I can update my address,change_shipping_address,set_up_shipping_address,SHIPPING,SHIPPING,False,False,True,True,False,wrong_intent,"{
  ""intent"": ""set_up_shipping_address"",
  ""category"": ""SHIPPING"",
  ""needs_human"": false,
  ""response"": ""To update your shipping address, please follow these steps:\n1. Log in to your account.\n2. Click on the 'My Account' or 'Profile' option.\n3. Select 'Edit Profile' or 'Edit Shipping Address'.\n4. Enter your new address details.\n5. Save the changes.\nIf you encounter any issues, you can contact our customer service for assistance.""
}"
14310,how to update the info on my user profile?,edit_account,set_up_shipping_address,ACCOUNT,SHIPPING,False,False,True,True,False,wrong_intent;wrong_category,"{
  ""intent"": ""set_up_shipping_address"",
  ""category"": ""SHIPPING"",
  ""needs_human"": false,
  ""response"": ""To update your user profile, you can go to the 'My Account' section and click on 'Edit Profile'. From there, you can change your shipping address, billing address, and other personal information. If you need further assistance, you can also contact our customer support team.""
}"
25764,i have to see the status of order {{Order Number}},track_order,check_order,ORDER,ORDER,False,False,True,False,False,wrong_intent;invalid_enum,"{
  ""intent"": ""check_order"",
  ""category"": ""ORDER"",
  ""needs_human"": false,
  ""response"": ""To check the status of your order, please provide the Order Number.""
}"
13891,"I have got to see how soon can I expect my shipment, help me",delivery_period,TRACK,DELIVERY,DELIVERY,False,False,True,False,False,wrong_intent;invalid_enum,"{
  ""intent"": ""TRACK"",
  ""category"": ""DELIVERY"",
  ""needs_human"": false,
  ""response"": ""We can help you track your shipment. Please provide your order number so we can check the expected delivery time.""
}"
24171,what do i need to do to change to the gold account,switch_account,registration_problems,ACCOUNT,REGISTRATION,False,False,True,False,False,wrong_intent;wrong_category;invalid_enum,"{
  ""intent"": ""registration_problems"",
  ""category"": ""REGISTRATION"",
  ""needs_human"": false,
  ""response"": ""To change to the Gold account, you need to follow these steps:\n1. Log in to your account.\n2. Click on the 'Settings' or 'Account' option.\n3. Select 'Upgrade to Gold'.\n4. Review the terms and conditions.\n5. Click 'Upgrade'.\n6. Confirm your payment method.\n7. Wait for the account upgrade to be processed.\n8. Check your account for the new Gold status.\n\nIf you encounter any issues, please contact our customer support for assistance.""
}"
10981,I have a problem with the deletion of a {{Account Type}} account,delete_account,registration_problems,ACCOUNT,ACCOUNT,True,False,True,True,False,wrong_intent;wrong_needs_human,"{
  ""intent"": ""registration_problems"",
  ""category"": ""ACCOUNT"",
  ""needs_human"": false,
  ""response"": ""We're sorry to hear that you're experiencing issues with your {{Account Type}} account. To help resolve this, we need more information. Could you please provide details on what problem you're facing? This will help us better understand the situation and provide a solution. Thank you for your patience and understanding.""
}"
20100,can ya help me recovering my userprofile pass,recover_password,complaint,ACCOUNT,CONTACT,False,False,True,False,False,wrong_intent;wrong_category;intent_category_mismatch,"{
  ""intent"": ""complaint"",
  ""category"": ""CONTACT"",
  ""needs_human"": false,
  ""response"": ""I'm sorry to hear that you're having trouble with your user profile. To help you recover your password, we recommend trying to reset it through the account recovery process. If you're not sure how to do this, you can contact our customer support team for assistance. They can guide you through the steps to reset your password and help you recover your user profile.""
}"
21356,I am experiencing registration issues,registration_problems,registration_problems,ACCOUNT,REGISTRATION,False,False,True,False,False,wrong_category;invalid_enum,"{
  ""intent"": ""registration_problems"",
  ""category"": ""REGISTRATION"",
  ""needs_human"": false,
  ""response"": ""We're sorry to hear that you're experiencing registration issues. To help resolve this, we recommend checking your email for any confirmation emails we sent. If you don't see them, please check your spam folder. If you still can't find them, please contact our support team at [insert support email or phone number]. We'll do our best to assist you further.""
}"
6,"I can no longer afford order {{Order Number}}, cancel it",cancel_order,cancel_order,ORDER,CANCEL,False,False,True,False,False,wrong_category;intent_category_mismatch,"{
  ""intent"": ""cancel_order"",
  ""category"": ""CANCEL"",
  ""needs_human"": false,
  ""response"": ""We understand that you cannot afford the order. Unfortunately, we cannot cancel the order directly. Please contact our customer service for assistance. We are here to help you.""
}"
10798,i aint registered yet could i open a pro account withyou,create_account,registration_problems,ACCOUNT,REGISTRATION,False,False,True,False,False,wrong_intent;wrong_category;invalid_enum,"{
  ""intent"": ""registration_problems"",
  ""category"": ""REGISTRATION"",
  ""needs_human"": false,
  ""response"": ""We're happy to help! To open a Pro account, you'll need to provide some additional information. Please fill out the form on our website. Once you submit the form, we'll review your details and get back to you shortly. If you have any questions or need further assistance, feel free to contact us.""
}"
24311,change to freemium account,switch_account,registration_problems,ACCOUNT,REGISTRATION,False,False,True,False,False,wrong_intent;wrong_category;invalid_enum,"{
  ""intent"": ""registration_problems"",
  ""category"": ""REGISTRATION"",
  ""needs_human"": false,
  ""response"": ""We're sorry, but we don't have a feature to change the account type. Please contact our support team for assistance.""
}"
26617,where could I check the current status of the compensation?,track_refund,check_cancellation_fee,REFUND,REFUND,False,False,True,False,False,wrong_intent;intent_category_mismatch,"{
  ""intent"": ""check_cancellation_fee"",
  ""category"": ""REFUND"",
  ""needs_human"": false,
  ""response"": ""You can check the current status of your compensation by logging into your account and navigating to the 'My Account' section. From there, select 'View Details' for the specific compensation you're interested in. This will provide you with the most up-to-date information on the status of your compensation.""
}"
17918,help me reporting an issue wigh online payment,payment_issue,PAYMENT,PAYMENT,PAYMENT,True,False,True,False,False,wrong_intent;invalid_enum;wrong_needs_human,"{
  ""intent"": ""PAYMENT"",
  ""category"": ""PAYMENT"",
  ""needs_human"": false,
  ""response"": ""We're here to help. If you have an issue with your online payment, please provide the following details: the payment method, the date of the transaction, and a brief description of the problem. This information will assist us in resolving the issue as quickly as possible. Thank you for your patience and understanding.""
}"
7737,I'm calling to make a complaint against ur company,complaint,complaint,FEEDBACK,CONTACT,True,False,True,False,False,wrong_category;intent_category_mismatch;wrong_needs_human,"{
  ""intent"": ""complaint"",
  ""category"": ""CONTACT"",
  ""needs_human"": false,
  ""response"": ""We're here to help. Please provide a detailed description of the issue so we can address it promptly.""
}"
10851,where do I create a gold account?,create_account,registration_problems,ACCOUNT,REGISTRATION,False,False,True,False,False,wrong_intent;wrong_category;invalid_enum,"{
  ""intent"": ""registration_problems"",
  ""category"": ""REGISTRATION"",
  ""needs_human"": false,
  ""response"": ""To create a Gold account, you can visit our website and follow these steps:\n1. Go to the 'My Account' section on our website.\n2. Click on 'Create New Account'.\n3. Fill in the required fields, including your email address and password.\n4. Review your information and click 'Create Account'.\n5. You will receive an email with your account details and login instructions.\n6. Once your account is created, you can log in to your account and start using our services.""
}"
2071,I need support trying to update my shipping address,change_shipping_address,CHANGE_SHIPPING_ADDRESS,SHIPPING,DELIVERY,False,False,True,False,False,wrong_intent;wrong_category;invalid_enum,"{
  ""intent"": ""CHANGE_SHIPPING_ADDRESS"",
  ""category"": ""DELIVERY"",
  ""needs_human"": false,
  ""response"": ""I can help you update your shipping address. Could you please provide your new shipping address details?""
}"
16495,i do not know what i need to do to get retsitutions of money,get_refund,REFUND,REFUND,REFUND,True,False,True,False,False,wrong_intent;invalid_enum;wrong_needs_human,"{
  ""intent"": ""REFUND"",
  ""category"": ""REFUND"",
  ""needs_human"": false,
  ""response"": ""If you need to get a refund, you can check the details of your order and follow the steps provided by the platform. If you are facing issues with the refund process, you can contact customer support for assistance.""
}"
2915,I want supports changing my delivery address,change_shipping_address,change_shipping_address,SHIPPING,DELIVERY,False,False,True,False,False,wrong_category;intent_category_mismatch,"{
  ""intent"": ""change_shipping_address"",
  ""category"": ""DELIVERY"",
  ""needs_human"": false,
  ""response"": ""We can help you update your delivery address. Please provide your new shipping address details.""
}"
24269,assistance using the standard profile,switch_account,contact_customer_service,ACCOUNT,CONTACT,False,False,True,True,False,wrong_intent;wrong_category,"{
  ""intent"": ""contact_customer_service"",
  ""category"": ""CONTACT"",
  ""needs_human"": false,
  ""response"": ""Hello! I need assistance with my account. Could you guide me on how to proceed?""
}"
7033,how to lodge a claim against your company?,complaint,complaint,FEEDBACK,CONTACT,True,False,True,False,False,wrong_category;intent_category_mismatch;wrong_needs_human,"{
  ""intent"": ""complaint"",
  ""category"": ""CONTACT"",
  ""needs_human"": false,
  ""response"": ""To lodge a complaint against our company, please contact our customer service team. You can do this by calling us at 1-800-Complain, sending an email to [email@example.com], or filling out our online form on our website. We are here to help and will take your complaint seriously. Please provide as much detail as possible so we can address your issue promptly.""
}"
13775,can you show me how soon can I expect my delivery?,delivery_period,TRACK,DELIVERY,DELIVERY,False,False,True,False,False,wrong_intent;invalid_enum,"{
  ""intent"": ""TRACK"",
  ""category"": ""DELIVERY"",
  ""needs_human"": false,
  ""response"": ""We can provide an estimated delivery date based on your order. Please check your order confirmation for a more precise delivery time.""
}"
20688,"I can't remembner my pass, can you help me to retrieve it?",recover_password,password_issue,ACCOUNT,PAYMENT,False,False,True,False,False,wrong_intent;wrong_category;invalid_enum,"{""intent"":""password_issue"",""category"":""PAYMENT"",""needs_human"":false,""response"":""I'm sorry to hear that you're having trouble remembering your password. Unfortunately, we don't have a way to retrieve your password directly. However, you can try resetting your password by following these steps: 1. Go to your account settings or login page. 2. Look for a 'Forgot Password' or 'Reset Password' option. 3. Follow the instructions provided. If you still can't access your account, you might need to contact customer support for further assistance.""}"
9170,can uhelp me to speak with a person,contact_human_agent,CONTACT,CONTACT,CONTACT,True,False,True,False,False,wrong_intent;invalid_enum;wrong_needs_human,"{
  ""intent"": ""CONTACT"",
  ""category"": ""CONTACT"",
  ""needs_human"": false,
  ""response"": ""I'm here to help. How can I assist you?""
}"
21355,is it possible to notify of problems with sign-up?,registration_problems,contact,ACCOUNT,CONTACT,False,False,True,False,False,wrong_intent;wrong_category;invalid_enum,"{""intent"":""contact"",""category"":""CONTACT"",""needs_human"":false,""response"":""We're here to help! If you have any issues with your sign-up, please feel free to contact us directly. We'll do our best to assist you.""}"
25114,check the current status of purchase {{Order Number}},track_order,ORDER,ORDER,DELIVERY,False,False,True,False,False,wrong_intent;wrong_category;invalid_enum,"{
  ""intent"": ""ORDER"",
  ""category"": ""DELIVERY"",
  ""needs_human"": false,
  ""response"": ""To check the current status of your purchase, please visit our website and navigate to the 'My Account' section. From there, select 'View Order History' and enter the Order Number '{{Order Number}}'. This will provide you with the details of your purchase, including the status of your order.""
}"
14836,change info on {{Account Type}} account,edit_account,CHANGE,ACCOUNT,ACCOUNT,False,False,True,False,False,wrong_intent;invalid_enum,"{
  ""intent"": ""CHANGE"",
  ""category"": ""ACCOUNT"",
  ""needs_human"": false,
  ""response"": ""We'll update your account information as soon as possible. Please provide your new details.""
}"
3381,"I want to see the withdrawal charge, I need help",check_cancellation_fee,check_cancellation_fee,CANCEL,FEEDBACK,False,False,True,False,False,wrong_category;intent_category_mismatch,"{
  ""intent"": ""check_cancellation_fee"",
  ""category"": ""FEEDBACK"",
  ""needs_human"": false,
  ""response"": ""I'm sorry, but I don't have the ability to check cancellation fees. You can usually find this information on your account dashboard. If you need help with something else, feel free to ask.""
}"
9103,how to contact a human agent?,contact_human_agent,CONTACT,CONTACT,CONTACT,True,False,True,False,False,wrong_intent;invalid_enum;wrong_needs_human,"{
  ""intent"": ""CONTACT"",
  ""category"": ""CONTACT"",
  ""needs_human"": false,
  ""response"": ""To contact a human agent, you can send us an email at [contact@website.com] or use our chatbot by clicking the 'Chat' button on our website. We're here to help.""
}"
13171,help me to see how soon can I expect my parcel,delivery_period,TRACK,DELIVERY,DELIVERY,False,False,True,False,False,wrong_intent;invalid_enum,"{
  ""intent"": ""TRACK"",
  ""category"": ""DELIVERY"",
  ""needs_human"": false,
  ""response"": ""You can expect your parcel within 1 to 3 days. For more precise information, please check the tracking status on the official website.""
}"
3838,can you show me the withdrawal penalties?,check_cancellation_fee,REFUND,CANCEL,REFUND,False,False,True,False,False,wrong_intent;wrong_category;invalid_enum,"{
  ""intent"": ""REFUND"",
  ""category"": ""REFUND"",
  ""needs_human"": false,
  ""response"": ""I'm sorry, but I don't have information on withdrawal penalties. You may want to check with your bank or financial institution for details on withdrawal fees and penalties.""
}"
13721,"I have to check how soon can I expect my parcel, help me",delivery_period,TRACK,DELIVERY,DELIVERY,False,False,True,False,False,wrong_intent;invalid_enum,"{
  ""intent"": ""TRACK"",
  ""category"": ""DELIVERY"",
  ""needs_human"": false,
  ""response"": ""We recommend checking the tracking number on the carrier's website for the expected delivery time. If you need further assistance, feel free to ask.""
}"
14994,can you send me the bill from {{Person Name}}?,get_invoice,check_invoice,INVOICE,INVOICE,False,False,True,True,False,wrong_intent,"{
  ""intent"": ""check_invoice"",
  ""category"": ""INVOICE"",
  ""needs_human"": false,
  ""response"": ""I'm sorry, but I don't have access to your personal information. Please check your email or contact customer service for your invoice.""
}"
22896,why I can't enter the secondary delivery address valid,set_up_shipping_address,shipping,SHIPPING,DELIVERY,False,False,True,False,False,wrong_intent;wrong_category;invalid_enum,"{
  ""intent"": ""shipping"",
  ""category"": ""DELIVERY"",
  ""needs_human"": false,
  ""response"": ""We're sorry to hear that you're having trouble entering your secondary delivery address. To help resolve this issue, we recommend checking your internet connection and try again. If the problem persists, please contact our customer service team for further assistance.""
}"
1541,help to switch several products of order {{Order Number}},change_order,switch_order,ORDER,ORDER,False,False,True,False,False,wrong_intent;invalid_enum,"{
  ""intent"": ""switch_order"",
  ""category"": ""ORDER"",
  ""needs_human"": false,
  ""response"": ""Hello! To switch products in your order, you can follow these steps:\n1. Log in to your account.\n2. Go to the 'My Orders' section.\n3. Find the order by the Order Number.\n4. Click on the 'Edit' option for that order.\n5. Select the products you want to switch.\n6. Click 'Save' to complete the switch.\n\nIf you need further assistance, feel free to ask. Have a great day!""
}"
8681,"I would like to call customer assistance, how could I do it?",contact_customer_service,,CONTACT,,True,,False,False,False,wrong_intent;wrong_category;invalid_json;wrong_needs_human,"{""intent"":""contact"",""category"":""CONTACT"",""needs_human"":false,""response"":""Hello! To contact customer assistance, you can call our support line at 1-800-123-4567. Please note that our customer service team is available Monday to Friday, 9:00 AM to 5:00 PM EST. If you need immediate assistance, please leave a message and we'll get back to you as soon as possible. Thank you for choosing our service.""""}"
9061,contcat an agent,contact_human_agent,CONTACT,CONTACT,CONTACT,True,False,True,False,False,wrong_intent;invalid_enum;wrong_needs_human,"{
  ""intent"": ""CONTACT"",
  ""category"": ""CONTACT"",
  ""needs_human"": false,
  ""response"": ""I'm here to help. How can I assist you today?""
}"
16282,I have to request reimbursements of my money,get_refund,refund,REFUND,REFUND,True,False,True,False,False,wrong_intent;invalid_enum;wrong_needs_human,"{
  ""intent"": ""refund"",
  ""category"": ""REFUND"",
  ""needs_human"": false,
  ""response"": ""We are currently unable to process your request for a refund. Please try again later or contact our customer service for assistance.""
}"
7503,want help to file a consumer claim,complaint,complaint,FEEDBACK,CONTACT,True,False,True,False,False,wrong_category;intent_category_mismatch;wrong_needs_human,"{
  ""intent"": ""complaint"",
  ""category"": ""CONTACT"",
  ""needs_human"": false,
  ""response"": ""We're here to help. If you need assistance with filing a consumer claim, please provide more details about the issue so we can guide you through the process.""
}"
18454,I need help to notify of troubles with payment,payment_issue,payment_issue,PAYMENT,PAYMENT,True,False,True,True,False,wrong_needs_human,"{
  ""intent"": ""payment_issue"",
  ""category"": ""PAYMENT"",
  ""needs_human"": false,
  ""response"": ""We're here to help. If you're experiencing issues with your payment, please provide more details so we can assist you better. What specifically is not working? Are you receiving any error messages? ""
}"
3663,I want help to check the cancellation penalty,check_cancellation_fee,complaint,CANCEL,FEEDBACK,False,False,True,True,False,wrong_intent;wrong_category,"{
  ""intent"": ""complaint"",
  ""category"": ""FEEDBACK"",
  ""needs_human"": false,
  ""response"": ""We're here to help. If you need assistance with checking the cancellation penalty, feel free to ask. We'll provide you with the necessary information to proceed.""
}"
25571,I am trying to locate order {{Order Number}},track_order,place_order,ORDER,ORDER,False,False,True,True,False,wrong_intent,"{""intent"":""place_order"",""category"":""ORDER"",""needs_human"":false,""response"":""We're sorry, but we don't have any information on an order with the number {{Order Number}}. Could you please provide more details or contact our customer service for assistance?""}"
42,problems with cancelling order {{Order Number}},cancel_order,cancel_order,ORDER,CANCEL,False,False,True,False,False,wrong_category;intent_category_mismatch,"{
  ""intent"": ""cancel_order"",
  ""category"": ""CANCEL"",
  ""needs_human"": false,
  ""response"": ""We're sorry to hear that you're experiencing issues with cancelling your order. To help resolve this, we need more information. Could you please provide the Order Number so we can look into it further? Once we have this information, we'll be able to assist you more effectively.""
}"
15580,"I have got to get my bill #37777, I need assistance",get_invoice,check_invoice,INVOICE,INVOICE,False,False,True,True,False,wrong_intent,"{
  ""intent"": ""check_invoice"",
  ""category"": ""INVOICE"",
  ""needs_human"": false,
  ""response"": ""To check your invoice, please provide your invoice number. Once I have your number, I can help you locate it. If you need any further assistance, feel free to ask.""
}"
19037,i dont know what i need to do to shop a few of ur product,place_order,check_invoice,ORDER,INVOICE,False,False,True,True,False,wrong_intent;wrong_category,"{
  ""intent"": ""check_invoice"",
  ""category"": ""INVOICE"",
  ""needs_human"": false,
  ""response"": ""To shop our products, you can browse through our catalog on our website. If you have a specific product in mind, you can search for it by entering its name or category. Once you find the product you're interested in, you can add it to your cart and proceed to checkout. If you need help with the checkout process, you can visit our FAQ section for more information.""
}"
26454,can you help me see the compensation status?,track_refund,check_cancellation_fee,REFUND,FEEDBACK,False,False,True,False,False,wrong_intent;wrong_category;intent_category_mismatch,"{
  ""intent"": ""check_cancellation_fee"",
  ""category"": ""FEEDBACK"",
  ""needs_human"": false,
  ""response"": ""I'm sorry, but I don't have the ability to check cancellation fees. You can usually find this information on your account dashboard. If you need help with something else, feel free to ask.""
}"
20172,is it possible to reset the keyof my user account,recover_password,registration_problems,ACCOUNT,ACCOUNT,False,False,True,True,False,wrong_intent,"{
  ""intent"": ""registration_problems"",
  ""category"": ""ACCOUNT"",
  ""needs_human"": false,
  ""response"": ""We don't currently offer a way to reset the `keyof` on your user account. If you're having trouble accessing your account, you might want to check our help center for troubleshooting tips. Otherwise, you can try contacting our support team for assistance.""
}"
18289,can you help me notify of a payment issue?,payment_issue,PAYMENT,PAYMENT,PAYMENT,True,False,True,False,False,wrong_intent;invalid_enum;wrong_needs_human,"{
  ""intent"": ""PAYMENT"",
  ""category"": ""PAYMENT"",
  ""needs_human"": false,
  ""response"": ""We'll send you an email notification if we notice any payment issues. In the meantime, please try to resolve the issue yourself. If you need further assistance, feel free to contact our customer support.""
}"
5280,want help seeing ur accepted payment metjods,check_payment_methods,CHECK_PAYMENT_METHODS,PAYMENT,PAYMENT,False,False,True,False,False,wrong_intent;invalid_enum,"{
  ""intent"": ""CHECK_PAYMENT_METHODS"",
  ""category"": ""PAYMENT"",
  ""needs_human"": false,
  ""response"": ""We can help you see your accepted payment methods. Please provide your payment method details to proceed.""
}"
10311,create new freemium account for daughter,create_account,registration_problems,ACCOUNT,REGISTRATION,False,False,True,False,False,wrong_intent;wrong_category;invalid_enum,"{
  ""intent"": ""registration_problems"",
  ""category"": ""REGISTRATION"",
  ""needs_human"": false,
  ""response"": ""We're sorry, but we don't currently offer a freemium account option for new users. We recommend signing up for a paid plan instead.""
}"
14596,change info on {{Account Category}} account,edit_account,CHANGE,ACCOUNT,ACCOUNT,False,False,True,False,False,wrong_intent;invalid_enum,"{
  ""intent"": ""CHANGE"",
  ""category"": ""ACCOUNT"",
  ""needs_human"": false,
  ""response"": ""We'll update your account information right away. Please provide your new details.""
}"
17855,"I have to receive the newsletter, how could I do it?",newsletter_subscription,contact,SUBSCRIPTION,NEWSLETTER,False,False,True,False,False,wrong_intent;wrong_category;invalid_enum,"{""intent"":""contact"",""category"":""NEWSLETTER"",""needs_human"":false,""response"":""To subscribe to our newsletter, please visit our website and click on the 'Subscribe to Newsletter' option. If you have any issues or need further assistance, feel free to contact our customer service team.""}"
23206,I have troubles submitting the shipping address,set_up_shipping_address,shipping_address,SHIPPING,DELIVERY,False,False,True,False,False,wrong_intent;wrong_category;invalid_enum,"{
  ""intent"": ""shipping_address"",
  ""category"": ""DELIVERY"",
  ""needs_human"": false,
  ""response"": ""We're sorry to hear that you're having trouble submitting your shipping address. Please try again. If the issue persists, you can contact our customer service for further assistance.""
}"
2713,I have an error updating my address,change_shipping_address,shipping_address,SHIPPING,DELIVERY,False,False,True,False,False,wrong_intent;wrong_category;invalid_enum,"{
  ""intent"": ""shipping_address"",
  ""category"": ""DELIVERY"",
  ""needs_human"": false,
  ""response"": ""We've received your request to update your shipping address. Please check your email for a confirmation message. If you don't see it, you can also check your account settings for updates. If you need further assistance, feel free to contact our support team.""
}"
21461,where can i report registration errors,registration_problems,registration_problems,ACCOUNT,REGISTRATION,False,False,True,False,False,wrong_category;invalid_enum,"{
  ""intent"": ""registration_problems"",
  ""category"": ""REGISTRATION"",
  ""needs_human"": false,
  ""response"": ""You can report registration errors by contacting our customer support team. We'll help you resolve the issue as quickly as possible.""
}"
24380,I want help to change to the standard account,switch_account,registration_problems,ACCOUNT,REGISTRATION,False,False,True,False,False,wrong_intent;wrong_category;invalid_enum,"{
  ""intent"": ""registration_problems"",
  ""category"": ""REGISTRATION"",
  ""needs_human"": false,
  ""response"": ""We're here to help. If you need assistance with changing your account type, please provide more details so we can assist you effectively.""
}"
14348,updating data on platinum account,edit_account,set_up_shipping_address,ACCOUNT,DELIVERY,False,False,True,False,False,wrong_intent;wrong_category;intent_category_mismatch,"{
  ""intent"": ""set_up_shipping_address"",
  ""category"": ""DELIVERY"",
  ""needs_human"": false,
  ""response"": ""We'll update your shipping address on your Platinum account. You'll need to provide your new shipping details to proceed.""
}"
7910,file consumer claim against your organization,complaint,complaint,FEEDBACK,CONTACT,True,True,True,False,False,wrong_category;intent_category_mismatch,"{
  ""intent"": ""complaint"",
  ""category"": ""CONTACT"",
  ""needs_human"": true,
  ""response"": ""We're here to help. Please provide a detailed description of the issue so we can address it promptly.""
}"
20403,where do i recover the pin of my profile,recover_password,recover_password,ACCOUNT,PASSWORD,False,False,True,False,False,wrong_category;invalid_enum,"{
  ""intent"": ""recover_password"",
  ""category"": ""PASSWORD"",
  ""needs_human"": false,
  ""response"": ""To recover your password, please follow these steps: 1. Go to your account settings. 2. Locate the 'Forgot Password' or 'Reset Password' option. 3. Click on it to proceed. 4. Enter your email address associated with your account. 5. Click on 'Reset Password' again. 6. You will receive an email with instructions to reset your password. 7. Follow the instructions in the email to complete the password reset. If you still have issues, please contact our support team for further assistance.""
}"
15839,I do not know what I need to do to get my bill #37777,get_invoice,check_invoice,INVOICE,INVOICE,False,False,True,True,False,wrong_intent,"{
  ""intent"": ""check_invoice"",
  ""category"": ""INVOICE"",
  ""needs_human"": false,
  ""response"": ""To get your bill #37777, you need to log into your account and navigate to the 'My Account' section. From there, you can view your invoices. If you're having trouble finding it, you can also contact our customer service for assistance.""
}"
