group_id,normalized_instruction,group_size,selected_row_count,intent,category,assigned_split
f3e264fdee9837939b73ec2fad3cc42061a8e76e86c26ea61624e240941bd250,i don't know how i could list your payment modalities,1,1,check_payment_methods,PAYMENT,dev
af25caa00da45cb7112e937f8ce109d8f7d207cc396b9c35817f2d968196e08b,i want assistance to list ur available payment modalities,1,1,check_payment_methods,PAYMENT,dev
58658cf2a7b056db5e8d3db6205cc976cc16d5bfa556135daa7ed0fc3892b47c,"i want to see the allowed payment methods, how can i do it?",1,1,check_payment_methods,PAYMENT,dev
e05ca044cdd255f26dec5a943d781a70558286adcc29b50d9414f1a62b0377ec,want help seeing ur accepted payment metjods,1,1,check_payment_methods,PAYMENT,dev
6eab469b1091522433fc6050209adca78c8182ca99ddcfb53dfb910635d7dacf,what do i have to do to list the allowed payment methods?,1,1,check_payment_methods,PAYMENT,dev
61397076b4bd09765d88fd4ef76a4303ab78e709e9ddd46fc54380ca9d77c7d0,what do i have to do to see the available payment modalities,1,1,check_payment_methods,PAYMENT,dev
e6f728db1ac538d40ce2290a34f802b8958d830e2bb61b4ae942b57790f7f727,assistance to check in which cases can i request a refund,2,2,check_refund_policy,REFUND,dev
77ddbeae9ed42d4d2df9563d55aba8339a81095f65e2675596c04a701b940ed3,can huelp me check ur refund policy,1,1,check_refund_policy,REFUND,dev
38e850fdd82bd11b0cfc962b183d298295530496ba9fe45ec73db09f154b388b,can i see in which cases can i ask for a reimbursement?,1,1,check_refund_policy,REFUND,dev
83b400ebba6707dda0061f9fed5ab2b7a3e5a5941f745c8f06def6335cae6eb5,help me see in what cases can i reuest my money back,1,1,check_refund_policy,REFUND,dev
eddafd025e8c9ae1c613d52ac64964ae337fad084bf8074a83cb6f878b34a650,help me to see in what situations can i ask for a refund,1,1,check_refund_policy,REFUND,dev
0b24582e99d78cdf30f38dd42a4a4942ee34d06b2e2909bbc56c6ef32de09fb9,hlp seeing ur money back guarantee,1,1,check_refund_policy,REFUND,dev
4dd38e99b7327c4a11a848163568a9ead335c71416dc4ac3ee8d29eb3f4bb260,i do not know hoow i could check ur reimbursement policy,1,1,check_refund_policy,REFUND,dev
6a5961d5c85467392756bd6f1e32105128eea64218343625536811d2da6f2c0d,"i have to see how long refunds take, i need help",1,1,check_refund_policy,REFUND,dev
c3379a290b71235ffce143c16eadca2ffcfca5044304335899c04f47b96825f7,in what situations can i request to be refunded?,1,1,check_refund_policy,REFUND,dev
2b3d5316645ac6bf121265f8b89e49b451eba755ce57616d985737809dd01ead,need help seeing in which situations can i request refunds,1,1,check_refund_policy,REFUND,dev
d4171af8e1f07d4487714a403fdd367efb94f03c6e320cc4e5026284e46ae6ed,can i file a consumer claim against your organization?,1,1,complaint,FEEDBACK,dev
8e7c3bc3c1271cc2882a744cf6ca010ae8fdbf98b70fd1f3503bc6a007cef5d9,file consumer claim against your organization,1,1,complaint,FEEDBACK,dev
150591ac9a0daa341cbaa7efc6005435ff9bfe2a7f1862379d28672ab0afbafd,how to lodge a claim against your company?,1,1,complaint,FEEDBACK,dev
1df76ad7206d26e2c657be322a0d185f29afa3f89e6bdee7972ce1489218b627,i don't know how i can file a consumer claim,1,1,complaint,FEEDBACK,dev
e055da781413e20debd420d9caecc20c21ce0622dceec6fb02e355cff76750ae,i need assistance filing a consumer claim against ur company,1,1,complaint,FEEDBACK,dev
235327776ca6b15fa60ab31422feee096f355cd97ec6c089ef84caf564dc54df,i want to make a consumer claim,1,1,complaint,FEEDBACK,dev
e1b73cc17092612123529290d1820c4d009595bcb4a43aa21a6a7c17141bf5a2,i would like to lodge a consumer claim against your business,1,1,complaint,FEEDBACK,dev
5db4681d4334697ccdb2e71b060aafc7bf60f480b1ac33ed7435b32914bd5fbe,"i would like to make a bloody complaint, could you help me?",1,1,complaint,FEEDBACK,dev
ab5caae4d4f4136bd88526075a664ef4e25d7d67d90c4882c8d18b1c8440a561,i'm calling to make a complaint against ur company,1,1,complaint,FEEDBACK,dev
63236cae2492a7dc7637677baf2a2c2069f674e814b63e133c187c47172c9b21,wanna lodge a consumer reclamation against ur company,1,1,complaint,FEEDBACK,dev
4acbf50a3561b5314ad4dc4030ca7a33b05de9ef9d7b3dad9314d0ebbdd109e2,want help to file a consumer claim,1,1,complaint,FEEDBACK,dev
c3d2415666b99e09f035575623550f79652ac9e8c8f563c7c3e42b26e2598fee,assistance checking what hours i can reach customer sdupport,1,1,contact_customer_service,CONTACT,dev
1fee76850cdc05e027fcef2ccb0fdf2259ee7f07195ff8ac4c5cf3f5d5368a23,can ya help me see what hours i can reach customer service,1,1,contact_customer_service,CONTACT,dev
5f190ef175eebec0293577d2d3cb5e991acbb18874f16ffe76c7b4ac9211ef24,can you help me get in touch with customer service?,1,1,contact_customer_service,CONTACT,dev
68746e64cc799a9ccf0783495b5c1d61ee257e893d1fda59935a8c2253ffc793,can you help me to speak to customer assistance?,1,1,contact_customer_service,CONTACT,dev
1e379790a2c255aa33ba30c8518cfffa61ce17cecd69316bfa1d52e1fcf0afe6,do uhavea toll-free number to speak to customer assistance,1,1,contact_customer_service,CONTACT,dev
95e8c8251487502b61c705d4a8bc0a71550f288929130bff64d98cba4149f3d8,help me to see at what time customer support available is,1,1,contact_customer_service,CONTACT,dev
6e86427540f00910633a6d159373d0f92a17296c5a2d90ccf4ed37b4ed94767b,i don't know what to do to speak with customer assistance,1,1,contact_customer_service,CONTACT,dev
2259d8230cc470130601dda369390464242ecd4a1f398016cb0f10ea8eb89726,i want to see at what time i can call customer service,1,1,contact_customer_service,CONTACT,dev
a37989b754d75935115cccd6b10eee0dda6053bc64d5082cdab25d5096855a52,"i would like to call customer assistance, how could i do it?",1,1,contact_customer_service,CONTACT,dev
eaa740710525231c549b77a0bc8a4499059661e5cbfe7f03d7b573bf9851feff,what do i need to do to talk to customer assistance?,1,1,contact_customer_service,CONTACT,dev
2a2934e33be81b89e74408110e718ca253f844bb28897c16eccf04000ce3f876,where could i see what hours i can reach customer service?,1,1,contact_customer_service,CONTACT,dev
0875b3e64e49d8f96aa0a54901974d1feaccc7953444b2b4f7e9e48614d641a5,can i chat with a person,1,1,contact_human_agent,CONTACT,dev
851651bdf06bdabb57835fe32b33ee69eb2eda0a3a40186e608200ea33672161,can i speak with an assistant,1,1,contact_human_agent,CONTACT,dev
77b07d984b6c1399b5b75499f139b75ccc3e0864dc798facb7069768f76ae290,can uhelp me to chat with somebody,1,1,contact_human_agent,CONTACT,dev
3c5821d5ea25a96915af7e43de32ae3522912809d9ebc13b8d66d513e5cbd795,can uhelp me to speak with a person,1,1,contact_human_agent,CONTACT,dev
8c8841af5cf0467943a267a7f8de19e5955903684f0ef1e362d338d856a02189,contcat an agent,1,1,contact_human_agent,CONTACT,dev
7ca6883d90dfb89002c0eef6b0a6a6e44712609b544273e751428355e331fa00,directing to operator,1,1,contact_human_agent,CONTACT,dev
717f29b0988343634305816388a5b4ade19263582f2654115efaf104bc062b2a,helo to contact an assistant,1,1,contact_human_agent,CONTACT,dev
d290f39d9860b753c6d235c522ae0c58b1c5810e014bd13de1980a16d1365c89,how to contact a human agent?,1,1,contact_human_agent,CONTACT,dev
683bef4c0de876485509e4940c9a69999929fd31a908e961c9a12287de53bf80,i have got to talk with an operator,1,1,contact_human_agent,CONTACT,dev
315719144f0913288d261cb9c19bba11d7b4b028970cc3cac9e39751da6d673d,wanna chat with a person,1,1,contact_human_agent,CONTACT,dev
ecfd65d4e6b39204ca1899174f222fa540c6f6ba8a4cc412e046e020874223b6,what do i have to do to contact a person?,1,1,contact_human_agent,CONTACT,dev
bca35048a56e8725864cc4dd2184b7a51fdeeb001a2b3915bd5a7198042fc971,could you help me to create a <entity> account for my fiance?,1,1,create_account,ACCOUNT,dev
13167270a2ae0b147a92d33d2abf7c673ed4f4387154a477ca6ec83bb968c1ef,create new freemium account for daughter,1,1,create_account,ACCOUNT,dev
783f87e42e969420f2fb7c2d1e5be6928a1c16e9c47516f8f5d4826f61e6f498,help to create a <entity> account for my fiance,1,1,create_account,ACCOUNT,dev
d0f486933b1581d60d7ad96c33c691bd3149231900a0d22c6ee41168dd70e9eb,i aint registered yet could i open a pro account withyou,1,1,create_account,ACCOUNT,dev
13b11d2e84d2df7af521b55855701d59e51fc9d86f5b2484abdd45f18a523cd1,i do not have a goddamn pro acciunt yet help to create one,1,1,create_account,ACCOUNT,dev
81ad65a8c0568e65fdb079b2f82823e679a64e31cfeb355413cb51bf6b10316f,i don't know what i have to do to open a <entity> account,1,1,create_account,ACCOUNT,dev
7738f4a36ea01a542c836728b5e6027b6166f845118d80d3550d300bf08c6826,i don't know what to do to create a standard account,1,1,create_account,ACCOUNT,dev
74a095a844415fa0e7f66b294694edca050d7d98b95644a9c2addec47bafc65c,i have problems with opening a pro account,1,1,create_account,ACCOUNT,dev
2ddd0a9123a74917cf9090dbfdabcc0cecba027d619398f72d1144abd19099e9,i have to open an pro account for my dad,1,1,create_account,ACCOUNT,dev
5750ab6a601f2cdd6398cebcc0f4438e55188fa5fe7846c694e2635cf9fe2130,opening premium account for wife,1,1,create_account,ACCOUNT,dev
f4e44f79a76749c7213d828c21e57d89668583f20a52a7cfca569fa573f88466,where do i create a gold account?,1,1,create_account,ACCOUNT,dev
840bda658d11899ccba9df122ae8d301bf01dfe2c40a1b675d5142bb7fb375d8,can you help me to remove my standard account?,1,1,delete_account,ACCOUNT,dev
d219763f71196a977f73b1d29f7950d1fe035da41d9474ad06a6b9140019c5b0,could you help me deleting a platinum account?,1,1,delete_account,ACCOUNT,dev
56590add2f44739f6cfa2e8dfe1c51059bde1b448939501a4b983fed34ff950d,how can i close my <entity> account?,1,1,delete_account,ACCOUNT,dev
9cb07e0db2d54c139875b3e96a162e3e1bd77967348c1949bab57820ec5ab5bd,i don't know how i could delete my standard account,1,1,delete_account,ACCOUNT,dev
42c2a8dbeb4bb987835ff36c7d73c5b8f352f0964b1e03ddfbbac77779faa187,i dont know how i can remove my premium account,1,1,delete_account,ACCOUNT,dev
c14b9da59c7c0ea8b09c90805ff3835f031d8349273b6d150b2cab50dd362f5a,i have a problem with the deletion of a <entity> account,2,2,delete_account,ACCOUNT,dev
7928ec4016102721a653b16192141ae0677d880107c0932f8f0932c72984f2e8,i have a problem wiyh my standard account termination,1,1,delete_account,ACCOUNT,dev
f2db1793c15e0e7f0db03470257612e68dd0dd25ea9c7ff1d4cee85e2f555c26,i need information about the removal of a standard account,1,1,delete_account,ACCOUNT,dev
b152d305f7694f96cb35c9011dc6c27246aa8cbeeffb979260280bed2bfe06e1,question about the removal of my standard account,1,1,delete_account,ACCOUNT,dev
c69245438bd18d192eaf7c60278405ceb05c6d3feac32c95129f9a7f12e07ff0,wannaclose a pro account,1,1,delete_account,ACCOUNT,dev
66ae24b15ef1d1add2f815057fae3930fad46ad497128adb527f637e48da495e,can i see what methods for delivery i can choose?,1,1,delivery_options,DELIVERY,dev
c468e8bb079df7cb9de89c3114a8c7a5b1891c98a62c8c31158e4b4a13ba54fb,help to check what options for delivery are there,1,1,delivery_options,DELIVERY,dev
58c97e6c4f69b4ac61dc50bc7e1f57b1c2ff041a568758994da37ae6700247ba,i do not know how to check the delivery methods,1,1,delivery_options,DELIVERY,dev
2aa82601bef54096a42253bfcd9da9f7ef0b5daf23af9eb58d75536733655c2b,i have to see the shipment options can i get some help,1,1,delivery_options,DELIVERY,dev
ff10826bb458e334fad2c15456dfedac56d015a89483f5260ceb4c13c9755977,i need help checking what bloody delivery methods are there,1,1,delivery_options,DELIVERY,dev
dac237ce2623217ece5b08f40e934b6782d63656b08c3f0fc290f20a0fa020fe,i need to check what shipment options i can choose,1,1,delivery_options,DELIVERY,dev
25bf47e60e9dee34cffa7eeabf397522bde96045b17e14391a25d736b7e2d87f,"i need to see what damn shipment options i have, help me",1,1,delivery_options,DELIVERY,dev
c8b85ab8b4fbc47f00101afc421e0e0f7e8a396949ebefc47649f106adb01005,"i need to see what delivery methods you offer, help me",1,1,delivery_options,DELIVERY,dev
e13a2d4b7a1264317b5a596e75d5695c07a83ce01b88e25166a0fda3ec0b7c3a,"i want to see what shipping options i can choose, help me",1,1,delivery_options,DELIVERY,dev
0018652fed61bda1b2bca4848e7494d191eb1ee29dc3a043c2f22c51cee1e909,"i would like to see the delivery options, i need assistance",1,1,delivery_options,DELIVERY,dev
a4901762ccace3fbc2bc73a3cfbe62213210fc9cf29c7ba7c3fe7568098d2349,i would like to see what goddamn delivery options i have,1,1,delivery_options,DELIVERY,dev
fd3bae7faf7f40c7f46953646472e40f159db8bad471db3b331493ef05c1abac,can you help me to see how soon can i expect the delivery?,1,1,delivery_period,DELIVERY,dev
aa5d5a89e90040491ced633a4e58152421d1d6af738102e805885bf9e00c451e,can you show me how soon can i expect my delivery?,1,1,delivery_period,DELIVERY,dev
ccf372a7d9b6b4798157f050b6b61827e7cc00c9a95ab122e2d312bb80593cb3,help me to see how soon can i expect my parcel,1,1,delivery_period,DELIVERY,dev
37628b734df22ae12eae1fcccd6f368897a15d1855f476a87c19d72e968d46f0,how do i check how son can i expect my item,1,1,delivery_period,DELIVERY,dev
fa8a163bf6605788e1fcd8ccde3d37c5b8dbac75432b9dd4d3d295f3d736f926,"i have got to see how soon can i expect my shipment, help me",1,1,delivery_period,DELIVERY,dev
56ffefa0a26cd3797a6243b5da5ee5493cdb0f9a5f6311ab9ed62e28e2efd15c,"i have to check how soon can i expect my parcel, help me",1,1,delivery_period,DELIVERY,dev
963abaab4bedd501e7189881a5fd940674ac6be39cffa3ade2462a7fc0c906f0,"i have to see when will my product arrive, can you help me?",1,1,delivery_period,DELIVERY,dev
edb34d8ba329f7b9df231428fb3be858d97e6477edb8c872649f9af10b6a5314,i need help to check when my package is going to arrive,1,1,delivery_period,DELIVERY,dev
487edaf43865cf6d0f0ac9a873aa89445afc4a40c83e289ab717b66bbddf4d3c,"i need to see when will my package arrive, help me",1,1,delivery_period,DELIVERY,dev
80f1393510c5e78713d7eddce13d4b30909149b52e0d73293a2f23f5ad274c01,need assistance to check when my product is gonna arrive,1,1,delivery_period,DELIVERY,dev
8c89f3cfafc450cd187d933ba880fc5e45d44802c7f92b5fc79606bae92e453f,need to see how long it usually take for the item to arrive,1,1,delivery_period,DELIVERY,dev
1649754e4faf31c19bb7cc278e3d29517f958d15158b3c8963bf2c2e2282c497,wanna see how soon can i expect the shipment help me,1,1,delivery_period,DELIVERY,dev
749cf10d51d14c67e44e514b0752870719c05959577b4de7ee117dee8924716a,change info on <entity> account,6,6,edit_account,ACCOUNT,dev
dc5c307b446944d49855821a0d7819a636e91d1a20944efe39fc46a861a71cbf,correct information on proaccount,1,1,edit_account,ACCOUNT,dev
ec8214bcb783a13fc3688529bc8132b0a82786e5657ac591d9c1fffe962a0059,correcting data on standard account,1,1,edit_account,ACCOUNT,dev
f41e68e94b756dde25f05665db7c1634fde9a29526032eaae7e095d8fbd1a885,how to update the info on my user profile?,1,1,edit_account,ACCOUNT,dev
cb4b9da6036f0d3dcb2a7b3b8520536208e48b63a02dfb1c1f57d340cb6d6ca5,i have got to update the info included on my user profile,1,1,edit_account,ACCOUNT,dev
2093bc1f3a4dfd7713383664d26c75908d29cd6bb89f3143140668f4533c455e,updating data on platinum account,1,1,edit_account,ACCOUNT,dev
94772c485ef152abd17cfdce7ddb299caa71b6f4da22a33277b8c22e126a45e2,can you send me the bill from <entity>?,1,1,get_invoice,INVOICE,dev
36289ef64710a94eefd821a94b1638a9cbe82bbec16fb438ac3bef190b899bec,i do not know how to get my bill from <entity>,1,1,get_invoice,INVOICE,dev
01d1a2ae053df5b84c21a76ba270f4fb72bf9976b59325b7e4c5ff9fceff2bbe,i do not know what i need to do to download bill #85632,1,1,get_invoice,INVOICE,dev
81026d4f6761fc386c254c3b0f2b4edd9b511d0fee17cf286997d646d03b0ace,i do not know what i need to do to download the bill #00108,1,1,get_invoice,INVOICE,dev
cf39453a8ab3092c34d160a9d356fee1389955c9682ff292239cef8dfa60d879,i do not know what i need to do to get bill #85632,1,1,get_invoice,INVOICE,dev
8293dce01d513d379bf5eb9014e4fd5b5402bc000f56b5877f22332003372e4d,i do not know what i need to do to get my bill #37777,1,1,get_invoice,INVOICE,dev
899848213b3b390c92d21c613977449888114ec7b0407570e7d46445b31ec43a,i don't know how i can download my invoice #00108,1,1,get_invoice,INVOICE,dev
5fac43b40fbebac915a34cc43fcb0aad1d40e47802591d13d000186e9e81af78,i don't know what i have to do to download bill #00108,1,1,get_invoice,INVOICE,dev
cb1c85496a10beae04ed4ad4803ff83feb3f7035e933ece43005183d3b8c732e,"i have got to get my bill #37777, i need assistance",1,1,get_invoice,INVOICE,dev
92e6dbe37b096a88f1f22a19ad1ab43056d53749e9ce85e28f24c9c72d3e0e9a,is it possible to get my bill #00108?,1,1,get_invoice,INVOICE,dev
9bffeba0ec29486c7a08cc374356780d8fba6191689a6e2dd75a99718178f715,wanna get the bills from <entity> how can i do it,1,1,get_invoice,INVOICE,dev
e473820e0d8647e801119fa2f40387c97b1736102722cb8a6aa2b5e83d0db28b,assistance to obtain a restitution of my money,1,1,get_refund,REFUND,dev
e8e2dd54c243f0088fd0250e58b926511f7c896f0803bb43fb5bc60eda856627,how could i get a retsitution of my money,1,1,get_refund,REFUND,dev
2fae568490f3959e9c40768e204634ce433bdd698c51cc12953985d1ae40ec91,i do not know how i can obtain compensations of my money,1,1,get_refund,REFUND,dev
7987eadd1dd02f205396ed274cc8dc05b471954fc037b855e98c61f2030d2c81,i do not know what i need to do to get retsitutions of money,1,1,get_refund,REFUND,dev
3c955020c78ac757ca40712c9aa39e1ff5c9f054faf0f75899e98b731a140498,i do not know what to do to rerquest a compensation of money,1,1,get_refund,REFUND,dev
08af4a89adc2e808a72862689aef1a6c4da82fadf83a9d1ed40ca7e9d071f778,i dont know how to get a reimbursement of my money,1,1,get_refund,REFUND,dev
1bf35a5fa4099ccabf4985f1ce08cc5d9efeb4724669295f301d94b89a7b83bd,i have to request reimbursements of my money,1,1,get_refund,REFUND,dev
ad5114125a2a818a4b14477b1c3b2ed81b25523edfe3b7b9cf5c0fd507d5c669,i paid <entity><entity> for an item can ya help me obtain a rebate,1,1,get_refund,REFUND,dev
cdd7e62da1da59694593e54a9512c0c1ae25ad4a15cd6ce1304a83839f496d20,is it possible to ask for a refund of my money?,1,1,get_refund,REFUND,dev
10a7088ae8c9a2ac7747ab1aabb368ed481ea4603bcedca4c80565368780caab,what do i have to do to demand reimbursements of my money?,1,1,get_refund,REFUND,dev
b082dd8e35a22c0859c56cc1c31df4f887a16efb8c2f60998841567894eebb55,would it be possible to obtain compensations of money?,1,1,get_refund,REFUND,dev
dfd36af83396ee378073bee949e28c9d715b8f381c30b609b7786e844b53549d,help me cancel the subscription to ur newsletter,1,1,newsletter_subscription,SUBSCRIPTION,dev
32789a4fac480c30295c36d7e4db7537e2209302411c685c58e78b55a83904d8,how to unsubscribe to your newsletter?,1,1,newsletter_subscription,SUBSCRIPTION,dev
ca2c01f3b25012839e7d673323f4bb2ec1c7a8c385df3594ab7e26851e3ac8e3,i do not know how i can sign up to the newsletter,1,1,newsletter_subscription,SUBSCRIPTION,dev
38cf9df4d5b9e468aa76238b4901568c9786dcefbe4071c44e7ac3103fd575b7,i do not know how to receive the corporate newsletter,1,1,newsletter_subscription,SUBSCRIPTION,dev
6b061ef53c07d84d72adaa22bd8dcb90f9e1e500835e9f563309408916fdcb48,i don't know how i can receive your newsletter,1,1,newsletter_subscription,SUBSCRIPTION,dev
